timestamp,class_name,class_id,success,scan_type
2025-12-15T09:15:14.937573,1,UNKNOWN,False,NORMAL
2025-12-15T09:15:17.942097,1,UNKNOWN,False,NORMAL
2025-12-15T09:15:39.163406,1420251216 → 1L4,15774f5d-4ef5-4b55-abd8-0c77b235d396,True,NORMAL
2025-12-15T09:15:43.323878,1420251216 → 1L4,15774f5d-4ef5-4b55-abd8-0c77b235d396,False,DUPLICATE_SCAN
2025-12-15T09:16:04.243562,1420251216 → 1L4,15774f5d-4ef5-4b55-abd8-0c77b235d396,False,DUPLICATE_SCAN
